adm0_name,iso3,X,Y,published,source,airline,info,optional1,optional2,optional3,ObjectId
Australia,AUS,134.354708,-25.573209,21.04.2020,https://www.routesonline.com/news/38/airlineroute/290892/jetstar-week-of-26apr20-operations-as-of-19apr20/,.Jetstar,Jetstar week of 26APR20 operations as of 19APR20,,,,30
Australia,AUS,134.354708,-25.573209,19.03.2020,https://worldairlinenews.com/2020/03/19/qantas-and-jetstar-to-suspend-scheduled-international-flights-all-a380s-747s-and-dreamliners-grounded/,"Qantas, Jetstar","QANTAS and Jetstar to suspend scheduled international flights, all A380s. 747s and Dreamliners grounded",,,,31
Australia,AUS,134.354708,-25.573209,05.05.2020,https://www.executivetraveller.com/news/qantas-extends-coronavirus-flight-cancellations-to-july,Qantas,"Qantas Airways extends domestic, international flight cancellations because of COVID-19",,,,32
Austria,AUT,14.141702,47.58705,15.05.2020,https://worldairlinenews.com/2020/05/15/austrian-airlines-extends-its-flight-suspension-until-june-7/,Austrian Airlines,Austrian Airlines extends its flight suspension until June 7,,,,33
Austria,AUT,14.141702,47.58705,28.05.2020,https://worldairlinenews.com/2020/05/28/austrian-airlines-to-resume-flight-operations-on-june-15/,.Austrian Airlines,Austrian Airlines to resume flight operations on June 15,,,,34
Austria,AUT,14.141702,47.58705,24.04.2020,https://wizzair.com/#/,.Wizz,Wizz Air to resume Vienna flights from 1 May,,,,35
Austria,AUT,14.141702,47.58705,21.05.2020,https://www.routesonline.com/news/38/airlineroute/291385/laudamotion-s20-operations-as-of-20may20/,.Laudamotion,Laudamotion operations as of 20MAY20 eff. 01JUL20,,,,36
Azerbaijan,AZE,50.010647,40.392295,31.03.2020,https://www.routesonline.com/news/38/airlineroute/290562/azerbaijan-airlines-downsizes-operation-from-26mar20/,.Azerbajan Airlines,Azerbaijan Airlines operations from 26MAR20,,,,37
Azores Islands,PRT,-25.494913,37.77694,,,,,,,,38
Bahamas,BHS,-78.051117,24.695466,,,,,,,,39
Bahrain,BHR,50.547509,26.054724,04.04.2020,https://www.reuters.com/article/us-health-coronavirus-bahrain-airlines/gulf-air-says-transit-open-again-via-bahrain-for-international-travelers-idUSKBN21M0AU,.Gulf Air,Gulf Air says transit open again via Bahrain for international travelers,,,,40
Bahrain,BHR,50.547509,26.054724,28.05.2020,https://www.routesonline.com/news/38/airlineroute/291491/gulf-air-june-2020-operations-as-of-27may20/,.Gulf Air,Gulf Air June 2020 operations as of 27MAY20,,,,41
Baker Island,UMI,-176.47834,0.194787,,,,,,,,42
Bangladesh,BGD,90.28042,23.927884,05.03.2020,https://www.routesonline.com/news/38/airlineroute/290632/us-bangla-airlines-reduces-guangzhou-service-/,US Bangla,US-Bangla Airlines reduces Guangzhou service,,,,43
Bangladesh,BGD,90.28042,23.927884,29.05.20,https://www.routesonline.com/news/38/airlineroute/291507/bimban-bangladesh-airlines-outlines-limited-domestic-flights-in-june-2020/,.Biman Bangladesh,Bimban Bangladesh Airlines outlines limited domestic flights in June 2020,,,,44
Barbados,BRB,-59.53546,13.13996,,,,,,,,45
Bassas da India,xFR,39.748618,-21.46322,,,,,,,,46
Belarus,BLR,28.0494,53.541933,22.05.2020,https://www.aviation24.be/airlines/belavia/barcelona-minsk-yerevan-flights-coming-from-june-2-operated-by-belavia/,.Belavia,"Barcelona-Minsk-Yerevan flights coming from June 2, operated by Belavia",,,,47
Belarus,BLR,28.0494,53.541933,09.04.2020,https://www.routesonline.com/news/38/airlineroute/290716/belavia-to-resume-uzbekistan-service-from-late-may-2020/,.Belavia,Belavia to resume Uzbekistan service from late-May 2020,,,,48
Belarus,BLR,28.0494,53.541933,10.04.2020,https://www.routesonline.com/news/38/airlineroute/290737/belavia-moves-vienna-service-resumption-to-late-april-2020/,.Belavia,Belavia moves Vienna service resumption to late-April 2020,,,,49
Belarus,BLR,28.0494,53.541933,30.04.2020,https://eng.belta.by/society/view/belavia-to-resume-flights-to-milan-on-2-may-130113-2020/,.Belavia,Belavia to resume flights to Milan on 2 May,,,,50
Belarus,BLR,28.0494,53.541933,11.05.2020,https://eng.belta.by/society/view/belavia-cancels-flights-to-russias-voronezh-kazan-nizhny-novgorod-till-october-130331-2020/,Belavia,"Belavia cancels flights from Minsk to Kazan, Nizhny Novgorod, Paris, Palanga, Voronezh until 24 October",,,,51
Belgium,BEL,4.660713,50.640947,28.03.2020,https://www.aviation24.be/airlines/air-antwerp/air-antwerp-intends-to-resume-service-between-antwerp-and-london-city-on-4-may/,Air Antwerp,Air Antwerp intends to resume service between Antwerp and London City on 4 May,,,,52
Belgium,BEL,4.660713,50.640947,13.05.2020,https://www.aviation24.be/airlines/air-belgium/air-belgium-expects-to-restart-on-24-june-2020/,.Air Belgium,Air Belgium postpones restart of operations to 24 June ,,,,53
Belgium,BEL,4.660713,50.640947,15.05.2020,https://worldairlinenews.com/2020/05/15/brussels-airlines-plans-to-resume-its-flight-operations-with-a-reduced-network-on-june-15/,.Brussels Airlines ,Brussels Airlines plans to resume its flight operations with a reduced network on June 15,,,,54
Belgium,BEL,4.660713,50.640947,25.05.2020,https://www.reuters.com/article/health-coronavirus-belgium-brusselsairli/brussels-airlines-to-fly-30-of-planned-european-summer-schedule-idUSL4N2D71ZT,.Brussels Airlines ,Brussels Airlines will offer 30 percent of its original planned summer schedule ,,,,55
Belgium,BEL,4.660713,50.640947,01.06.2020,"https://www.brusselsairlines.com/en-be/destinations/Default.aspx",.Brussels Airlines ,New 2020 summer network,,,,56
Belgium,BEL,4.660713,50.640947,01.04.2020,https://www.aviation24.be/airlines/tui-belgium-cancels-all-trips-until-may-10-included/,TUI Airlines Belgium,TUI Airlines Belgium cancels all flights until 10 May ,,,,57
Belize,BLZ,-88.708794,17.19908,,,,,,,,58
Benin,BEN,2.339979,9.653766,,,,,,,,59
Bermuda,BMU,-64.785473,32.279828,,,,,,,,60
Bhutan,BTN,90.427775,27.395175,13.05.2020,https://www.routesonline.com/news/38/airlineroute/291263/druk-air-13-31may20-operations-as-of-13may20/,.Druk Air,Druk Air 13 – 31MAY20 operations as of 13MAY20,,,,61
Bi'r Tawīl,"SDN, EGY",33.687997,21.888666,,,,,,,,62
Bird Island,VEN,-63.617377,15.668231,,,,,,,,63
Bolivia,BOL,-64.662243,-16.712734,,,,,,,,64
Bonaire,BES,-68.308064,12.226704,,,,,,,,65
Bosnia and Herzegovina,BIH,17.785036,44.168219,16.03.2020,http://www.sarajevotimes.com/aeagen-lufthansa-and-pegasus-airlines-suspended-flights-from-sarajevo-international-airport/,"Aegean, Lufthansa, Pegasus",Flights suspended Flights from Sarajevo International Airport,,,,66
Botswana,BWA,23.813802,-22.188101,,,,,,,,67
Bouvet Island,BVT,3.363476,-54.421105,,,,,,,,68
Brazil,BRA,-53.089656,-10.772064,19.05.2020,https://www.reuters.com/article/us-health-coronavirus-brazil-airlines/spanish-airline-globalia-suspends-plans-to-fly-domestic-in-brazil-regulator-idUSKBN22V380,Globalia,Globalia suspends plans to operate domestic flights in Brazil ,,,,69
Brazil,BRA,-53.089656,-10.772064,24.03.2020,https://worldairlinenews.com/2020/03/24/gol-reduces-network-maintains-service-to-all-brazilian-capital-cities/,Gol,"Gol reduces network, maintains service to all Brazilian capital cities",,,,70
Brazil,BRA,-53.089656,-10.772064,20.03.2020,https://www.reuters.com/article/us-health-coronavirus-gol-linhas-ae/brazil-airline-gol-to-suspend-all-international-flights-march-23-june-30-idUSKBN2143ED,Gol,Gol Linhas Aereas to suspend all international flights from 23 March to 30 June because of low demand ,,,,71
Brazil,BRA,-53.089656,-10.772064,30.03.2020,https://www.routesonline.com/news/38/airlineroute/290539/gol-april-2020-operations-as-of-29mar20/,.Gol,GOL April 2020 operations as of 29MAR20,,,,72
Brazil,BRA,-53.089656,-10.772064,17.03.2020,https://worldairlinenews.com/2020/03/17/azul-will-cut-capacity-up-to-50/,Azul,Azul will cut capacity up to 50%,,,,73
Brazil,BRA,-53.089656,-10.772064,30.03.2020,https://www.routesonline.com/news/38/airlineroute/290538/azul-april-2020-operations-as-of-29mar20/,.Azul,Azul April 2020 operations as of 29MAR20,,,,74
Brazil,BRA,-53.089656,-10.772064,13.04.2020,https://www.routesonline.com/news/38/airlineroute/290759/azul-files-new-york-jfk-preliminary-schedule-from-april-2021/,.Azul,Azul files New York JFK preliminary schedule from April 2021,,,,75
Brazil,BRA,-53.089656,-10.772064,03.04.2020,LATAM suspends all international flights until 30 April because of COVID-19,LATAM Brasil,LATAM Brasil April 2020 International operations as of 03APR20,,,,76
Brazil,BRA,-53.089656,-10.772064,21.04.2020,https://www.routesonline.com/news/38/airlineroute/290890/latam-brasil-week-of-19apr20-operations/,.LATAM Brasil,LATAM Brasil DOMESTIC eff. 19APR20 ,,,,77
Brazil,BRA,-53.089656,-10.772064,07.05.2020,https://www.routesonline.com/news/38/airlineroute/291161/latam-brasil-schedules-additional-domestic-boeing-767-flights-in-2q20/,.LATAM Brasil,"LATAM Brasil additional DOMESTIC (GRU-BSB,GRU-POA) eff. 07APR",,,,78
Brazil,BRA,-53.089656,-10.772064,07.05.2020,https://www.routesonline.com/news/38/airlineroute/291162/latam-brasil-plans-asuncion-service-from-june-2020/,.LATAM Brasil,LATAM Brasil plans Asuncion (GRU-ASU) eff. 05JUN20,,,,79
Brazil,BRA,-53.089656,-10.772064,26.05.2020,https://www.routesonline.com/news/38/airlineroute/291445/latam-airlines-brasil-ns20-long-haul-operations-as-of-25may20/,.LATAM Brasil,"LATAM Airlines Brasil Long-Haul operations as of 25MAY20, eff. JUN-OCT20",,,,80
Brazil,BRA,-53.089656,-10.772064,16.03.2020,https://www.reuters.com/article/us-health-coronavirus-brazil-airlines/brazils-azul-cuts-international-flights-carriers-expect-government-aid-idUSKBN2132HL,Azul Linhas Aereas Brasileiras ,"Brazilian airline Azul said on Monday it would cut all international flights out of its main hub in Sao Paulo state, while the country’s government is likely to roll out a relief package as the sector struggles with the coronavirus pandemic. ",,,,81
British Virgin Islands,VGB,-64.59433,18.430285,,,,,,,,82
Brunei Darussalam,BRN,114.628856,4.49737,18.03.2020,https://www.flyroyalbrunei.com/brunei/en/covid-19-updates/,Royal Brunei,"Royal Brunei Airlines has announced a significantly reduced flight schedule, and will be suspending their direct flight from Brunei to London from 0010 on 22 March.",,,,83
Brunei Darussalam,BRN,114.628856,4.49737,04.05.2020,https://www.routesonline.com/news/38/airlineroute/291075/royal-brunei-mayjune-2020-operations-as-of-04may20/,.Royal Brunei,Royal Brunei May/June 2020 Operations as of 04MAY20,,,,84
Bulgaria,BGR,25.237625,42.757311,08.04.2020,https://seenews.com/news/wizz-air-cancels-all-sofia-lisbon-flights-until-april-13-694278,Wizz,Wizz Air cancels all of its flights connecting Sofia to Lisbon from 9-13 April ,,,,85
Bulgaria,BGR,25.237625,42.757311,11.05.2020,https://www.routesonline.com/news/38/airlineroute/291205/bulgaria-air-week-of-10may20-operations/,.Bulgaria Air,Bulgaria Air week of 10MAY20 operations,,,,86
Bulgaria,BGR,25.237625,42.757311,30.04.2020,https://seenews.com/news/bulgaria-air-to-resume-sofia-london-flights-on-may-1-697050,.Bulgaria Air,Bulgaria Air will resume flights on Sofia-London route from 1 May,,,,87
Bulgaria,BGR,25.237625,42.757311,15.05.2020,"https://seenews.com/news/bulgaria-air-extends-suspension-of-portugal-cyprus-flights-698983",Bulgaria Air,"Bulgaria Air extends suspension of Portugal, Cyprus flights",,,,88
Burkina Faso,BFA,-1.735501,12.273481,20.03.2020,https://lefaso.net/spip.php?article95620,Air Burkina,All flights canceled from 21MAR20,,,,89
Burundi,BDI,29.890813,-3.366382,,,,,,,,90
Cambodia,KHM,104.922836,12.711638,08.04.2020,https://www.routesonline.com/news/38/airlineroute/290704/cambodia-airways-plans-hong-kong-service-from-june-2020/,Cambodia Airways,Cambodia Airways plans Hong Kong service from June 2020,,,,91
Cambodia,KHM,104.922836,12.711638,07.05.2020,https://www.routesonline.com/news/38/airlineroute/291157/lanmei-airlines-re-schedules-planned-new-routes-launch-in-s20/,.Lanmei Airlines,Lanmei Airlines re-schedules planned new routes launch eff. August 2020,,,,92
Cambodia,KHM,104.922836,12.711638,19.05.2020,https://www.routesonline.com/news/38/airlineroute/291338/jc-airlines-reschedules-chiang-mai-launch-to-july-2020/,.JC Airlines,JC Airlines reschedules Chiang Mai launch to July 2020,,,,93
Cameroon,CMR,12.751782,5.69612,,,,,,,,94
Canada,CAN,-102.46617,58.040219,24.04.2020,https://www.routesonline.com/news/38/airlineroute/290947/westjet-05may20-04jun20-domestic-operations-as-of-24apr20/,.West Jet,WestJet 05MAY20 – 04JUN20 Domestic operations as of 24APR20,,,,95
Canada,CAN,-102.46617,58.040219,22.04.2020,Media,.Air Canada,Air Canada is resuming Tel Aviv-Toronto flights from 1 June with three weekly flights and with daily flights from 23 June. Air Canada is resuming Tel Aviv-Montreal flights from 24 June with two weekly flights and three weekly flights from 6 July. ,,,,96
Canada,CAN,-102.46617,58.040219,27.05.2020,"https://www.bizjournals.com/phoenix/news/2020/05/27/air-canada-to-resume-flights-to-phoenix-in-august.html",.Air Canada,Air Canada to resume flights to Phoenix in August,,,,97
Canada,CAN,-102.46617,58.040219,26.04.20,http://www.netnewsledger.com/2020/05/26/porter-airlines-extends-flight-suspension-until-july-29-2020/,Porter Airlines,Porter Airlines extends suspension of flights until 29 July ,,,,98
Canada,CAN,-102.46617,58.040219,20.03.2020,https://www.travelweek.ca/news/swoop-to-suspend-international-service-sunday/,Swoop,Swoop suspends international flights from 22 March to 31 May ,,,,99
Canada,CAN,-102.46617,58.040219,11.05.2020,https://www.cbc.ca/news/canada/calgary/westjet-flight-cancellations-covid-calgary-1.5564305?cmp=rss,West Jet,WestJet extends flight cancellations into July after low demand,,,,100
Canada,CAN,-102.46617,58.040219,18.05.2020,https://www.routesonline.com/news/38/airlineroute/291316/air-canada-adds-a220-toronto-vancouver-service-in-june-2020/,.Air Canada,Air Canada adds Toronto – Vancouver service in June 2020,,,,101
Canada,CAN,-102.46617,58.040219,27.03.2020,https://www.vicnews.com/news/covid-19-harbour-air-suspends-all-scheduled-flights/,Harbour Air ,Harbour Air suspends all scheduled flights until 4 May.,,,,102
Canada,CAN,-102.46617,58.040219,22.05.2020,https://www.routesonline.com/news/38/airlineroute/291403/air-canada-ns20-international-operations-as-of-21may20/,.Air Canada,Air Canada International operations as of 21MAY20,,,,103
Canada,CAN,-102.46617,58.040219,20.04.2020,https://www.routesonline.com/news/38/airlineroute/290858/flair-airlines-01apr20-15jun20-interim-operations/,.Flair Airlines,Flair Airlines 01APR20 – 15JUN20 Interim operations,,,,104
Canada,CAN,-102.46617,58.040219,30.04.2020,https://www.routesonline.com/news/38/airlineroute/291038/canadian-north-24apr20-31may20-operations/,.Canadian North,Canadian North 24APR20 – 31MAY20 operations,,,,105
Canada,CAN,-102.46617,58.040219,12.05.2020,https://www.routesonline.com/news/38/airlineroute/291222/pacific-coastal-01jun20-27jun20-interim-schedules-as-of-11may20/,.Pacific Coastal,Pacific Coastal 01JUN20 – 27JUN20 interim schedules as of 11MAY20,,,,106
Canada,CAN,-102.46617,58.040219,20.05.2020,https://www.routesonline.com/news/38/airlineroute/291362/sunwing-airlines-s20-domestic-canada-network-as-of-13may20/,.Sunwing Airlines,Sunwing Airlines Domestic Canada network eff. late-June 2020,,,,107
Canary Islands,ESP,-16.549663,28.283759,,,,,,,,108
Cape Verde,CPV,-23.624781,15.083715,18.03.2020,https://worldairlinenews.com/2020/03/17/cabo-verde-airlines-suspends-all-operations-for-at-least-30-days/,Cabo Verde Airlines,Cabo Verde Airlines suspends all operations for at least 30 days,,,,109
Cayman Islands,CYM,-81.243444,19.318294,23.04.2020,https://www.routesonline.com/news/38/airlineroute/290929/cayman-airways-express-extends-reduced-domestic-service-to-late-may-2020/,.Cayman Airways Express,Cayman Airways Express extends reduced domestic service to late-May 2020,,,,110
Lithuania,LTU,23.905248,55.336787,,,,,,,,111
Luxembourg,LUX,6.092653,49.776797,15.05.2020,https://today.rtl.lu/news/luxembourg/a/1516853.html,.Luxair,Luxair to resume flight operations on 1 June,,,,112
Luxembourg,LUX,6.092653,49.776797,22.05.2020,https://www.rustourismnews.com/2020/05/22/luxair-to-operate-5-destinations-from-luxembourg/,.Luxair,Luxair to Operate 5 Destinations from Luxembourg,,,,113
Luxembourg,LUX,6.092653,49.776797,25.05.2020,https://www.routesonline.com/news/38/airlineroute/291433/luxair-schedules-limited-service-in-late-may-2020/,.Luxair,Luxair schedules limited service in late-May 2020,,,,114
Luxembourg,LUX,6.092653,49.776797,25.05.2020,https://www.routesonline.com/news/38/airlineroute/291434/luxair-resumes-manchester-service-from-late-june-2020/,.Luxair,Luxair resumes Manchester service eff29JUN20,,,,115
Macao,MAC,113.547149,22.196997,23.05.2020,https://www.routesonline.com/news/38/airlineroute/291418/air-macau-june-2020-operations-as-of-22may20/,.Air Macau,Air Macau June 2020 operations as of 22MAY20 eff. 01JUN20,,,,116
Madagascar,MDG,46.696474,-19.382363,,,,,,,,117
Madeira Islands,PRT,-16.972586,32.736569,,,,,,,,118
Malawi,MWI,33.488462,-13.408199,,,,,,,,119
Malaysia,MYS,116.834631,5.452415,28.05.2020,https://www.routesonline.com/news/38/airlineroute/291493/malaysia-airlines-july-october-2020-international-operations-as-of-28may20/,.Malaysia Airlines,Malaysia Airlines July – October 2020 International operations as of 28MAY20,,,,120
Malaysia,MYS,116.834631,5.452415,17.04.2020,https://www.routesonline.com/news/38/airlineroute/290834/malaysia-airlines-15apr20-19may20-domestic-operations-as-of-16apr20/,.Malaysia Airlines,Malaysia Airlines 15APR20 – 19MAY20 domestic operations as of 16APR20,,,,121
Malaysia,MYS,116.834631,5.452415,17.04.2020,https://www.routesonline.com/news/38/airlineroute/290833/malaysia-airlines-june-october-2020-international-operations-as-of-0545gmt-17apr20/,.Malaysia Airlines,Malaysia Airlines June – October 2020 International operations as of 0545GMT 17APR20,,,,122
Malaysia,MYS,116.834631,5.452415,12.04.2020,https://www.businesstraveller.com/business-travel/2020/04/11/air-asia-cancels-all-domestic-international-flights-until-april-30/,Malaysia Airlines,"AirAsia cancels all domestic, international flights until 30 April because of COVID-19",,,,123
Malaysia,MYS,116.834631,5.452415,04.05.2020,https://www.routesonline.com/news/38/airlineroute/291083/airasia-may-2020-international-operations-as-of-03may20/,.AirAsia,AirAsia May 2020 International operations as of 03MAY20,,,,124
Malaysia,MYS,116.834631,5.452415,19.03.2020,https://www.thejakartapost.com/news/2020/03/19/lion-air-group-suspends-flights-from-and-to-malaysia-amid-lockdown.html,Lion Air,Lion Air suspends Malaysia flights,,,,125
Malaysia,MYS,116.834631,5.452415,19.04.2020,https://www.routesonline.com/news/38/airlineroute/290855/malindo-air-may-oct-2020-international-operations-as-of-1015gmt-19apr20/,.Malindo Air,Malindo Air May – Oct 2020 International operations as of 19APR20,,,,126
Malaysia,MYS,116.834631,5.452415,20.04.2020,https://www.routesonline.com/news/38/airlineroute/290867/malindo-air-may-2020-preliminary-domestic-operations-as-of-0915gmt-20apr20/,.Malindo Air,Malindo Air May 2020 Preliminary domestic operations as of 20APR20,,,,127
Malaysia,MYS,116.834631,5.452415,24.04.2020,https://www.malaymail.com/news/malaysia/2020/04/24/malindo-air-resumes-domestic-flights-amid-mco/1859944,.Malindo Air,Malindo Air resumes domestic flights amid MCO,,,,128
Maldives,MDV,73.545949,1.92666,28.03.2020,https://avas.mv/en/80424,Flyme,FlyMe temporarily halts flights to prevent spread of COVID-19,,,,129
Maldives,MDV,73.545949,1.92666,21.04.2020,https://www.routesonline.com/news/38/airlineroute/290879/maldivian-week-of-26apr20-operations-as-of-19apr20/,.Maldivian,Maldivian week of 26APR20 operations as of 19APR20,,,,130
Mali,MLI,-3.527933,17.358919,,,,,,,,131
Malta,MLT,14.440213,35.888112,19.03.2020,https://aviationvoice.com/air-malta-to-stop-commercial-flights-until-further-notice-2-202003190011/,Air Malta ,Air Malta will suspend all commercial flights until further notice because of COVID-19 on 20 March 2020,,,,132
Malta,MLT,14.440213,35.888112,23.03.2020,https://www.osac.gov/Content/Report/32744e2b-1f99-4438-8462-1844951c73a7,Air Malta ,U.S. Embassy reports Air Malta will schedule outbound flights to some European cities beginning on 23 March amid COVID-19 concerns,,,,133
Marshall Islands,MHL,168.111299,5.617142,23.05.2020,https://www.routesonline.com/news/38/airlineroute/291419/air-marshall-islands-june-2020-operations-as-of-23may20/,.Air Marshall Islands,Air Marshall Islands June 2020 operations as of 23MAY20,,,,134
Martinique,MTQ,-60.914458,14.566542,25.05.2020,https://www.thedailyherald.sx/islands/air-antilles-air-caraibes-resume-their-regional-flights-as-of-may-25,.Air Antilles,"Air Antilles, Air Caraïbes resume their regional flights as of May 25",,,,135
Mauritania,MRT,-10.340357,20.263334,,,,,,,,136
Mauritius,MUS,57.572082,-20.283505,22.04.2020,https://af.reuters.com/article/commoditiesNews/idAFL5N2CA4GI,Air Mauritius,Air Mauritius enters voluntary administration due to coronavirus,,,,137
Mayotte,MYT,45.14408,-12.823484,,,,,,,,138
Mexico,MEX,-102.52608,23.944025,31.03.2020,https://www.reuters.com/article/health-coronavirus-mexico-volaris/mexican-airline-volaris-reduces-capacity-further-amid-coronavirus-idUSL1N2BP07K,Volaris,Volaris airline to reduce capacity during April ,,,,139
Mexico,MEX,-102.52608,23.944025,30.05.2020,https://airlinegeeks.com/2020/05/30/aeromexico-the-eagle-knight-returns/,.AeroMexico,Aeromexico to resume additional international flights from 1 June,,,,140
Mexico,MEX,-102.52608,23.944025,22.04.2020,https://www.routesonline.com/news/38/airlineroute/290908/interjet-april-2020-operations-as-of-19apr20/,.Interjet,Interjet April 2020 operations as of 19APR20,,,,141
Mexico,MEX,-102.52608,23.944025,01.05.2020,https://www.riviera-maya-news.com/viva-aerobus-announces-gradual-return-of-flights-to-and-from-cancun-starting-mid-may/2020.html,.Vivaaerobus,Viva Aerobús announces gradual return of flights to and from Cancun starting mid-May,,,,142
Mexico,MEX,-102.52608,23.944025,19.05.2020,https://www.routesonline.com/news/38/airlineroute/291334/aeromexico-june-2020-international-operations-as-of-17may20/,.AeroMexico,AeroMexico June 2020 International operations as of 17MAY20,,,,143
Mexico,MEX,-102.52608,23.944025,22.04.2020,https://www.routesonline.com/news/38/airlineroute/290909/vivaaerobus-06apr20-10may20-interim-operations-as-of-19apr20/,.Vivaaerobus,Vivaaerobus 06APR20 – 10MAY20 Interim operations as of 19APR20,,,,144
Micronesia (Federated States of),FSM,158.227402,6.881751,,,,,,,,145
Midway Island,UMI,-177.37823,28.209428,,,,,,,,146
Monaco,MCO,7.431613,43.748919,,,,,,,,147
Mongolia,MNG,103.069763,46.836428,,,,,,,,148
Montenegro,MNE,19.252232,42.78762,21.05.2020,https://www.routesonline.com/news/38/airlineroute/291383/montenegro-airlines-01-14jun20-operations-as-of-20may20/,.Montenegro Airlines,Montenegro Airlines 01 – 14JUN20 operations as of 20MAY20,,,,149
Montserrat,MSR,-62.189766,16.739531,,,,,,,,150
Morocco,MAR,-6.281337,31.841712,28.05.2020,https://fr.hespress.com/147701-covid-19-premier-vol-prive-a-destination-de-litalie.html#image-4,.Royal Air Maroc,RAM announces the re-start of domestic flights from 15JUN20,,,,151
Mozambique,MOZ,38.182474,-14.279733,22.05.2020,https://www.routesonline.com/news/38/airlineroute/291407/lam-mozambique-moves-lisbon-service-resumption-to-3q20/,.LAM,LAM Mozambique moves Lisbon service resumption to 02AUG20,,,,152
Mozambique,MOZ,38.182474,-14.279733,06.05.2020,https://www.routesonline.com/news/38/airlineroute/291136/lam-mozambique-adds-pemba-johannesburg-service-from-late-oct-2020/,.LAM,LAM Mozambique adds Pemba – Johannesburg service from late-Oct 2020,,,,153
Myanmar,MMR,96.517823,21.201016,29.05.2020,https://www.routesonline.com/news/38/airlineroute/291517/myanmar-national-airlines-june-2020-international-operations-as-of-28may20/,.Myanmar National Airlines,Myanmar National Airlines June 2020 International operations as of 28MAY20,,,,154
Namibia,NAM,17.22161,-22.138825,03.05.2020,"https://aviationtribune.com/airlines/africa/air-namibia-resumes-domestic-flight-operations/",.Air Namibia ,Air Namibia Resumes Domestic Flight Operations,,,,155
Nauru,NRU,166.934165,-0.5285,30.04.2020,https://www.routesonline.com/news/38/airlineroute/291032/nauru-airlines-may-2020-operational-schedule-revision/,.Nauru Airlines,Nauru Airlines May 2020 Operational schedule revision,,,,156
Navassa Island,UMI,-75.012453,18.401927,,,,,,,,157
Nepal,NPL,83.946789,28.258663,21.03.2020,https://thehimalayantimes.com/business/himalaya-airlines-announces-suspension-of-all-flights/ ,Himalaya Airlines ,Himalaya Airlines temporarily suspends all flights because of COVID-19,,,,158
Netherlands,NLD,5.331481,51.867289,31.03.2020,https://worldairlinenews.com/2020/03/31/transavia-airlines-netherlands-cancels-all-flights-until-may-6/,Transavia,"Transavia Airlines (Netherlands) cancels all flights until May 6
",,,,159
Netherlands,NLD,5.331481,51.867289,16.03.2020,https://worldairlinenews.com/2020/03/16/air-france-klm-takes-exceptional-measures-due-to-coronavirus-grounds-a380s-and-747-400s/,KLM,"KLM takes exceptional measures due to coronavirus, grounds A380s and 747-400s",,,,160
Netherlands,NLD,5.331481,51.867289,24.03.2020,https://worldairlinenews.com/2020/03/24/klm-starts-the-summer-schedule-with-57-destinations/,KLM,KLM starts the summer schedule with 57 destinations,,,,161
Netherlands,NLD,5.331481,51.867289,04.05.2020,https://www.praguemorning.cz/eurowings-first-carrier-to-resume-regular-flights-from-prague/,.KLM,"Eurowings, KLM resume flights to, from Prague",,,,162
Netherlands,NLD,5.331481,51.867289,18.04.2020,https://www.routesonline.com/news/38/airlineroute/290837/klm-ns20-long-haul-operations-as-of-0845gmt-17apr20/,.KLM,KLM NS20 Long-Haul operations as of 17APR20,,,,163
Netherlands,NLD,5.331481,51.867289,08.05.2020,https://www.routesonline.com/news/38/airlineroute/291180/klm-resumes-8-european-routes-from-04may20/,.KLM,KLM May20 European operations effective from 04MAY20,,,,164
Netherlands,NLD,5.331481,51.867289,11.05.2020,https://www.routesonline.com/news/38/airlineroute/291203/klm-june-2020-european-operations-as-of-10may20/,.KLM,KLM June 2020 European operations,,,,165
Netherlands,NLD,5.331481,51.867289,28.05.2020,Reuers,.KLM,Air France-KLM will resume flights to and from Italy from 1 June,,,,166
New Caledonia,NCL,165.514337,-21.410423,,,,,,,,167
New Zealand,NZL,170.475567,-43.987216,15.04.2020,https://www.routesonline.com/news/38/airlineroute/290798/air-new-zealand-extends-interim-schedule-until-late-june-2020/,.Air New Zealand,Air New Zealand extends interim schedule until late-June 2020,,,,168
New Zealand,NZL,170.475567,-43.987216,27.04.2020,https://www.routesonline.com/news/38/airlineroute/290961/air-new-zealand-revises-domestic-operations-from-28apr20/,.Air New Zealand,Air New Zealand revises Domestic operations from 28APR20,,,,169
New Zealand,NZL,170.475567,-43.987216,14.05.2020,https://www.stuff.co.nz/business/300013085/coronavirus-air-new-zealand-to-resume-flights-to-taup-timaru-in-june,.Air New Zealand,"Air New Zealand to resume flights to, from Taupo and Timaru in June ",,,,170
New Zealand,NZL,170.475567,-43.987216,28.05.2020,https://www.routesonline.com/news/38/airlineroute/291494/air-new-zealand-julyaugust-2020-international-operations-as-of-28may20/,.Air New Zealand,Air New Zealand July/August 2020 International operations as of 28MAY20,,,,171
New Zealand,NZL,170.475567,-43.987216,26.05.2020,https://www.routesonline.com/news/38/airlineroute/291456/air-chathams-resumes-various-auckland-routes-from-late-may-2020/,.Air Chathams,Air Chathams resumes various Auckland routes from late-May 2020,,,,172
Nicaragua,NIC,-85.038304,12.845729,20.05.2020,https://www.routesonline.com/news/38/airlineroute/291363/aviancataca-adds-a321-managua-miami-service-from-aug-2020/,.TACA/ Avianca,Avianca/TACA adds Managua – Miami service from Aug 2020,,,,173
Niger,NER,9.403063,17.423744,,,,,,,,174
